addr_street,bathrooms,bedrooms,lat,lng,parking_space,price,property_id,property_type,year,Shopping_center_id,Distance_to_sc,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Train_station_id,Distance_to_train_station,suburb,travel_min_to_CBD,Transfer_flag
4/25 Queensberry Place,2.0,3.0,-37.805429,144.963986,1.0,11550000.0,20172.0,house,2011.0,SC_007,812,hospital_188,639,S_044,580,19842,516,CARLTON,7,0
18 Vernon Street,3.0,4.0,-37.802073,145.275662,2.0,15895000.0,63730.0,house,2012.0,SC_022,732,hospital_164,1875,S_182,637,19878,856,CROYDON,50,0
19 Harold Street,1.0,2.0,-37.75689,144.999081,1.0,7860000.0,30889.0,house,2010.0,SC_103,1942,hospital_035,1021,S_105,761,20014,209,THORNBURY,23,0
85 London Street,3.0,5.0,-37.924772,145.049448,2.0,12480000.0,96281.0,house,2012.0,SC_046,1907,hospital_110,1443,S_107,869,19938,1228,BENTLEIGH,39,0
27 Valkyrie Crescent,1.0,3.0,-37.789213,145.256778,2.0,4820000.0,61668.0,house,2013.0,SC_022,2561,hospital_164,2067,S_157,902,19878,2206,RINGWOOD,50,0
41 Josef Avenue,2.0,3.0,-37.685718,145.056466,1.0,9860000.0,40624.0,house,2016.0,SC_062,4572,hospital_041,857,S_155,1452,19984,3699,BUNDOORA,33,0
56 Owen Street,2.0,3.0,-37.82625,145.192888,2.0,17500000.0,60109.0,house,2015.0,SC_088,1401,hospital_010,1761,S_202,1488,19900,920,MITCHAM,40,0
42 Longwood Drive,1.0,3.0,-37.639736,145.056894,2.0,4180000.0,37438.0,house,2014.0,SC_062,2850,hospital_053,3797,S_083,1848,45795,1377,EPPING,45,0
14 TODD COURT,1.0,4.0,-37.790467,145.304435,2.0,5603000.0,63550.0,house,2013.0,SC_022,2109,hospital_164,4707,S_224,1399,19877,946,CROYDON,54,0
31 Lewis Street,1.0,3.0,-37.75748,144.985717,1.0,12480000.0,31113.0,house,2013.0,SC_103,2451,hospital_144,1230,S_105,1730,20014,1163,THORNBURY,23,0
178 Karoo Road,2.0,3.0,-37.905779,145.265595,2.0,8432000.0,82608.0,house,2010.0,SC_049,3953,hospital_150,4259,S_199,2860,19868,3738,ROWVILLE,24,0
13 Pauline Court,2.0,3.0,-38.01743317,145.279892,2.0,5200000.0,96494.0,house,2008.0,SC_077,3087,hospital_069,2653,S_087,1824,19885,887,HALLAM,58,0
52 Bristol Crescent,2.0,5.0,-37.767094,145.367206,1.0,6028000.0,67562.0,house,2016.0,SC_084,4792,hospital_113,1232,S_081,1743,19876,2145,LILYDALE,59,0
119 Doveton Avenue,1.0,3.0,-37.991005,145.251523,1.0,4950000.0,81703.0,house,2014.0,SC_077,1603,hospital_119,2930,S_195,1580,19885,3379,DOVETON,58,0
56 St Helena Road,2.0,3.0,-37.700001,145.112122,2.0,4800000.0,45291.0,house,2012.0,SC_051,5116,hospital_075,793,S_210,909,19985,556,GREENSBOROUGH,37,0
47 Yarra Avenue,1.0,3.0,-37.719271,145.019109,2.0,10234000.0,35028.0,house,2015.0,SC_047,2362,hospital_139,1863,S_225,1054,20010,1099,RESERVOIR,32,0
1A Thomas Street,1.0,3.0,-37.82364,144.882106,2.0,9825000.0,3018.0,house,2014.0,SC_033,3126,hospital_056,3415,S_201,2906,19995,848,YARRAVILLE,18,0
94 Hertford Road,2.0,4.0,-37.782717,144.843014,2.0,13760000.0,7130.0,house,2016.0,SC_102,831,hospital_174,1079,S_080,880,20021,1102,SUNSHINE,25,0
70 Pakington Street,2.0,4.0,-37.800508,145.035515,2.0,45390000.0,48700.0,house,2016.0,SC_083,2221,hospital_064,1447,S_039,711,19904,2334,KEW,20,0
26 Stutt Avenue,2.0,5.0,-37.786397,145.108271,2.0,8640000.0,51137.0,house,2014.0,SC_091,1560,hospital_194,1577,S_188,1385,19896,3684,DONCASTER,33,0
331 Lower Heidelberg Road,3.0,5.0,-37.769831,145.06352,3.0,23500000.0,42103.0,house,2012.0,SC_017,1626,hospital_046,1383,S_100,1263,19934,1092,EAGLEMONT,25,0
29 Harnett Street,3.0,4.0,-37.86878967,145.3044281,2.0,6643000.0,73422.0,house,2007.0,SC_049,2871,hospital_049,2029,S_146,1787,19868,1647,BORONIA,24,0
15 Phillip Street,2.0,3.0,-37.974947,145.061962,2.0,7160000.0,92016.0,house,2011.0,SC_003,2415,hospital_133,822,S_011,737,19865,819,MENTONE,38,0
87 Bayswater Road,1.0,3.0,-37.809353,145.270629,2.0,6750000.0,64938.0,house,2015.0,SC_022,1582,hospital_164,1334,S_055,1494,19878,1780,CROYDON,50,0
20 Thomson Street,1.0,2.0,-37.788061,144.875576,1.0,6090000.0,1989.0,house,2013.0,SC_043,1385,hospital_056,1091,S_149,1385,20022,1669,MAIDSTONE,21,0
4 Killop Street,2.0,5.0,-37.781329,145.031314,3.0,23140000.0,38280.0,house,2016.0,SC_001,1754,hospital_029,1115,S_219,1719,19931,326,ALPHINGTON,20,0
LOT 205 Buckley Street,2.0,4.0,-37.80264,144.88789,2.0,7973000.0,96362.0,house,2016.0,SC_043,2526,hospital_056,1068,S_201,914,20023,243,SEDDON,19,0
12 Bendigo Street,2.0,3.0,-37.85170746,144.9973755,0.0,3080000.0,83440.0,house,2009.0,SC_066,593,hospital_012,349,S_115,804,19957,674,PRAHRAN,11,0
8 Parkhill Drive,1.0,4.0,-37.863128,145.107957,2.0,14100000.0,70337.0,house,2014.0,SC_042,2143,hospital_089,1369,S_112,1301,19840,1221,ASHWOOD,27,0
9 Lodge Street,2.0,3.0,-37.714353,145.108681,2.0,6012000.0,45576.0,house,2016.0,SC_017,5809,hospital_075,1056,S_020,1316,19986,1135,GREENSBOROUGH,40,0
23 Cloyne Street,1.0,3.0,-37.953327,145.035754,2.0,6525000.0,88663.0,house,2013.0,SC_079,660,hospital_058,1742,S_069,660,19872,765,HIGHETT,39,0
165 Canterbury Road,1.0,3.0,-37.83224,145.153219,3.0,6372000.0,57691.0,house,2010.0,SC_002,2150,hospital_060,263,S_018,526,19898,1383,BLACKBURN,36,0
1 Winston Way,3.0,4.0,-37.905814,145.060878,3.0,12090000.0,74434.0,house,2010.0,SC_041,2352,hospital_159,1896,S_015,2056,19919,1829,MURRUMBEENA,29,0
26 Lyon Road,2.0,4.0,-37.737281,145.084528,1.0,15400000.0,41954.0,house,2016.0,SC_017,2493,hospital_066,2830,S_100,2817,19936,1734,VIEWBANK,27,0
36-38 Harold Street,3.0,4.0,-37.960576,145.01481,0.0,32300000.0,89479.0,house,2010.0,SC_079,2633,hospital_058,368,S_214,1805,19948,1452,SANDRINGHAM,28,0
29 Narrak Road,2.0,4.0,-37.811643,145.095266,2.0,11200000.0,49337.0,house,2010.0,SC_020,2472,hospital_117,1846,S_136,1000,19896,1251,BALWYN,33,0
,,,,,,,,,,SC_001,0,hospital_001,0,S_001,0,15351,0,,50,0
13 Dally Street,1.0,2.0,-37.7650659,145.0017359,1.0,8580000.0,29364.0,house,2012.0,SC_103,2836,hospital_035,588,S_105,1566,20015,425,NORTHCOTE,21,0
1/20 Collins Street,1.0,3.0,-37.979407,145.055907,3.0,5868000.0,91921.0,house,2011.0,SC_003,3051,hospital_055,343,S_011,620,19865,857,MENTONE,38,0
31 Chapman Avenue,1.0,3.0,-37.710395,144.914535,2.0,5040000.0,17046.0,house,2015.0,SC_010,2460,hospital_184,3647,S_209,966,20032,693,GLENROY,15,0
4 Hansen Street,1.0,2.0,-37.812951,145.034441,2.0,20020000.0,48403.0,house,2011.0,SC_083,842,hospital_086,776,S_208,785,19904,964,KEW,20,0
9 Jervis Street,2.0,3.0,-37.845698,145.090359,0.0,3750000.0,56006.0,house,2015.0,SC_042,3523,hospital_089,1347,S_160,2077,19849,1084,CAMBERWELL,26,0
26 Glenbarry Road,1.0,3.0,-37.846705,145.244202,2.0,7920000.0,71345.0,house,2014.0,SC_032,4014,hospital_179,1496,S_139,2037,19871,2046,WANTIRNA,0,1
38 Bournemouth Avenue,1.0,3.0,-37.95824814,145.1409454,2.0,3864000.0,79021.0,house,2007.0,SC_003,4773,hospital_124,3558,S_075,1075,19913,1466,SPRINGVALE,43,0
15b Palermo Street,2.0,4.0,-37.989793,145.066948,2.0,9270000.0,92025.0,house,2015.0,SC_003,2842,hospital_001,524,S_011,998,19865,896,MENTONE,38,0
26 Ross Road,1.0,3.0,-37.79835129,145.2637177,2.0,10030000.0,64055.0,house,2009.0,SC_022,1704,hospital_164,1267,S_157,770,19878,1519,CROYDON,50,0
17 Electra Avenue,2.0,4.0,-37.870114,145.107222,2.0,12600000.0,69625.0,house,2014.0,SC_042,1598,hospital_089,1820,S_112,1251,19840,577,ASHWOOD,27,0
45 Murray Road,1.0,3.0,-37.736031,144.982027,2.0,8000000.0,22840.0,house,2010.0,SC_103,1797,hospital_144,2447,S_030,728,20012,1654,COBURG,27,0
65 Union Street,1.0,2.0,-37.859203,145.027731,1.0,13520000.0,68622.0,house,2015.0,SC_023,2312,hospital_092,534,S_235,151,19944,796,ARMADALE,19,0
55a Stafford Street,1.0,3.0,-37.797422,144.883572,2.0,6500000.0,1191.0,house,2012.0,SC_043,1985,hospital_056,530,S_201,1322,20023,512,FOOTSCRAY,19,0
11 Whitby Place,2.0,4.0,-37.576371,144.930344,2.0,2720000.0,25159.0,house,2014.0,SC_005,895,hospital_104,8319,S_178,1988,40221,3055,CRAIGIEBURN,0,1
187 Gipps Street,1.0,3.0,-37.80545425,144.9954071,0.0,5526000.0,28872.0,house,2007.0,SC_068,2296,hospital_134,978,S_076,461,19976,178,ABBOTSFORD,9,0
25 Cooke Street,1.0,2.0,-37.809752,145.002271,0.0,7074000.0,28935.0,house,2014.0,SC_068,2714,hospital_134,207,S_076,589,19977,862,ABBOTSFORD,7,0
8 Ardene Court,2.0,4.0,-37.826085,145.031986,1.0,24440000.0,54721.0,house,2009.0,SC_083,700,hospital_127,266,S_208,746,19904,646,HAWTHORN,20,0
1A Hopetoun Avenue,3.0,4.0,-37.822968,145.076229,3.0,22540000.0,57115.0,house,2010.0,SC_099,1606,hospital_064,2924,S_160,1416,19893,470,CANTERBURY,28,0
12 Norman Street,2.0,3.0,-37.82535,145.197724,1.0,9072000.0,59360.0,house,2010.0,SC_088,1730,hospital_010,1688,S_202,1897,19900,960,MITCHAM,40,0
1 Alan Court,2.0,3.0,-37.70027542,145.0733948,2.0,5083000.0,39257.0,house,2008.0,SC_062,5513,hospital_041,1344,S_155,1641,19984,1500,BUNDOORA,33,0
1/18 Cherry Grove,3.0,4.0,-37.80424,145.19221,2.0,13005000.0,51751.0,house,2010.0,SC_088,2013,hospital_070,638,S_202,2602,19900,1532,DONVALE,40,0
29 Shaftesbury Avenue,1.0,3.0,-37.853236,145.038321,2.0,36320000.0,69021.0,house,2015.0,SC_023,2587,hospital_157,1161,S_235,1132,19911,524,MALVERN,14,0
2 Aboyne Close,2.0,3.0,-37.932138,145.205113,2.0,9996000.0,77615.0,house,2015.0,SC_073,3336,hospital_161,1005,S_067,1521,19891,4597,MULGRAVE,45,0
8 Frances Avenue,1.0,3.0,-37.718784,145.107482,2.0,4400000.0,45490.0,house,2011.0,SC_017,5357,hospital_075,1526,S_020,1699,19986,1295,GREENSBOROUGH,40,0
130 Green Street,1.0,3.0,-37.763446,145.029208,1.0,6444000.0,38607.0,house,2014.0,SC_001,1213,hospital_039,138,S_219,1224,19932,1519,IVANHOE,21,0
58 Station Road,3.0,3.0,-37.806525,144.887002,2.0,22610000.0,1221.0,house,2016.0,SC_043,2660,hospital_056,1492,S_201,1162,20023,545,SEDDON,19,0
5 Bracken Grove,1.0,3.0,-37.87034,144.816299,1.0,7800000.0,5230.0,house,2012.0,SC_033,5549,hospital_141,6672,S_128,1231,19925,626,ALTONA,32,0
24 Lawson Parade,2.0,3.0,-37.952629,145.024254,2.0,12320000.0,88682.0,house,2011.0,SC_079,1526,hospital_058,1097,S_214,824,19872,1615,HIGHETT,39,0
23 Breffna Street,1.0,3.0,-37.74838638,145.0139008,1.0,4887000.0,32346.0,house,2009.0,SC_103,1437,hospital_035,1702,S_105,952,20013,1250,PRESTON,25,0
15 Shaftesbury Court,1.0,3.0,-37.983155,145.157542,2.0,5460000.0,79715.0,house,2014.0,SC_057,1747,hospital_096,1659,S_079,1712,19890,2457,KEYSBOROUGH,48,0
10 Haliday Court,2.0,3.0,-37.696856,145.098015,2.0,9952000.0,44060.0,house,2010.0,SC_062,5148,hospital_075,1151,S_210,803,19985,1198,GREENSBOROUGH,37,0
45 Marshall Street,1.0,2.0,-37.786509,144.925095,1.0,5480000.0,10584.0,house,2011.0,SC_011,911,hospital_114,1013,S_086,256,20040,353,FLEMINGTON,0,1
119 Leila Road,2.0,4.0,-37.902121,145.055637,1.0,8580000.0,74525.0,house,2013.0,SC_041,1951,hospital_159,2442,S_015,1608,19941,1412,CARNEGIE,35,0
29 & 31 Manningham Road,1.0,3.0,-37.763578,145.085348,1.0,27860000.0,50112.0,house,2016.0,SC_009,622,hospital_004,2227,S_154,598,19935,2288,BULLEEN,26,0
189 Balcombe Road,2.0,4.0,-37.979877,145.051249,1.0,14400000.0,91355.0,house,2016.0,SC_003,3458,hospital_055,71,S_011,998,19865,1240,BEAUMARIS,38,0
84 Bayswater Road,1.0,2.0,-37.793901,144.922363,2.0,11560000.0,10923.0,house,2012.0,SC_011,1394,hospital_114,706,S_086,891,20026,683,KENSINGTON,10,0
6 Bracknell Street,1.0,3.0,-37.99414,145.182643,1.0,3660000.0,80381.0,house,2012.0,SC_057,831,hospital_096,1022,S_079,901,19889,1935,KEYSBOROUGH,50,0
8 Cross Terrace,1.0,3.0,-37.698845,144.90634,2.0,5360000.0,17718.0,house,2015.0,SC_059,2224,hospital_184,4838,S_209,1747,20031,934,GLENROY,0,1
35 Queen Street,2.0,3.0,-37.727513,145.01021,1.0,6720000.0,34763.0,house,2014.0,SC_103,1527,hospital_139,1539,S_085,1252,20011,662,RESERVOIR,29,0
111 Ashburn Grove,3.0,4.0,-37.872714,145.079016,2.0,28640000.0,69480.0,house,2010.0,SC_042,1212,hospital_098,1105,S_112,1471,19847,492,ASHBURTON,0,1
2/7 Foam Street,2.0,2.0,-37.937493,145.006275,2.0,10260000.0,87494.0,house,2013.0,SC_046,2824,hospital_036,593,S_088,353,19949,425,HAMPTON,26,0
1/177 Lincoln Road,2.0,3.0,-37.788744,145.30556,1.0,4530000.0,63250.0,house,2013.0,SC_022,2288,hospital_164,4878,S_224,1549,19877,748,CROYDON,54,0
16 Rimington Avenue,2.0,4.0,-37.806462,145.058609,2.0,34200000.0,47961.0,house,2016.0,SC_099,1991,hospital_064,939,S_137,1581,19903,2099,KEW,22,0
32 Skeffington Street,1.0,2.0,-37.749694,145.038141,2.0,4950000.0,39202.0,house,2015.0,SC_047,1418,hospital_090,922,S_219,2089,19934,2079,BELLFIELD,25,0
12 George Benjamin Court,2.0,4.0,-37.887424,144.756612,1.0,2750000.0,8819.0,house,2011.0,SC_092,2534,hospital_073,6843,S_001,1912,46468,2114,SEABROOK,32,0
3 Appleberry Close,2.0,4.0,-37.875273,145.248094,2.0,7630000.0,83142.0,house,2015.0,SC_049,5696,hospital_002,2824,S_226,2607,19869,3590,KNOXFIELD,3,0
8 Noble Court,2.0,4.0,-37.758996,145.33846,0.0,5203000.0,67700.0,house,2011.0,SC_084,2160,hospital_113,1474,S_081,983,19876,901,LILYDALE,59,0
77 McCracken Street,1.0,2.0,-37.792905,144.92803,0.0,7030000.0,10868.0,house,2012.0,SC_011,1570,hospital_114,278,S_086,637,20041,240,KENSINGTON,20,0
1/21 Pascoe Street,1.0,2.0,-37.677839,144.893361,2.0,3240000.0,19520.0,house,2010.0,SC_059,1371,hospital_104,3848,S_153,2492,20030,2384,WESTMEADOWS,35,0
10 Webster Street,2.0,3.0,-37.836933,145.094523,2.0,18530000.0,54880.0,house,2013.0,SC_037,3159,hospital_089,2281,S_160,2079,19895,1471,CAMBERWELL,30,0
2 Walter Street,1.0,3.0,-37.734282,145.007541,1.0,13275000.0,32209.0,house,2016.0,SC_103,768,hospital_139,2039,S_085,521,20011,777,PRESTON,29,0
140 Severn Street,1.0,3.0,-37.821914,144.878266,2.0,11616000.0,2855.0,house,2014.0,SC_033,2820,hospital_056,3278,S_201,2926,19995,1182,YARRAVILLE,18,0
2 Birkenhead Avenue,1.0,3.0,-37.85617828,145.2339783,2.0,6640000.0,71233.0,house,2009.0,SC_032,4855,hospital_179,939,S_226,1683,19871,3237,WANTIRNA,0,1
56A Medway Road,1.0,3.0,-37.591439,144.930945,1.0,4172000.0,27293.0,house,2014.0,SC_110,1085,hospital_104,6661,S_178,392,40221,1589,CRAIGIEBURN,0,1
132 Warrandyte Road,1.0,3.0,-37.80117035,145.2339935,1.0,2520000.0,61276.0,house,2008.0,SC_032,1367,hospital_105,1367,S_190,1177,19902,1696,RINGWOOD,44,0
133 Park Drive,1.0,3.0,-37.794644,144.954979,1.0,17500000.0,19887.0,house,2011.0,SC_007,2125,hospital_118,416,S_044,1865,19970,1515,PARKVILLE,18,0
2 Caroline Street,1.0,2.0,-37.819666,145.231172,1.0,7254000.0,61468.0,house,2010.0,SC_032,796,hospital_105,1413,S_040,884,19902,463,RINGWOOD,44,0
6 Somerset Crescent,2.0,4.0,-37.789973,145.278211,2.0,6160000.0,64740.0,house,2016.0,SC_022,1101,hospital_164,2806,S_181,714,19878,643,CROYDON,50,0
2 Orient Grove,2.0,4.0,-37.744739,144.991302,2.0,11000000.0,32202.0,house,2016.0,SC_103,1099,hospital_144,2157,S_105,1293,20013,784,PRESTON,25,0
22 Howard Street,3.0,5.0,-37.76301956,144.9689026,2.0,14820000.0,20812.0,house,2009.0,SC_030,3787,hospital_144,771,S_074,1087,19967,749,BRUNSWICK,23,0
118 Wantirna Road,2.0,3.0,-37.827813,145.226835,2.0,7410000.0,61199.0,house,2013.0,SC_032,1685,hospital_105,2342,S_040,1773,19902,1340,RINGWOOD,44,0
77 Weatherall Road,3.0,4.0,-37.970884,145.04352,2.0,13500000.0,90997.0,house,2015.0,SC_079,2430,hospital_055,1259,S_023,1667,19866,1077,CHELTENHAM,36,0
38 Waratah Street,1.0,3.0,-37.98517,145.241527,2.0,4642000.0,82149.0,house,2016.0,SC_077,2306,hospital_119,1979,S_195,1656,19888,2840,DOVETON,53,0
14 Lyell Road,2.0,3.0,-37.861464,145.260104,2.0,7020000.0,72958.0,house,2013.0,SC_049,5597,hospital_002,974,S_139,2143,19869,2136,BORONIA,3,0
23 Belle Crescent,2.0,4.0,-37.993593,145.094724,2.0,6120000.0,93012.0,house,2013.0,SC_003,2549,hospital_001,1948,S_119,1757,19863,1573,MORDIALLOC,44,0
246 Craigieburn Road,2.0,3.0,-37.59669113,144.9230957,2.0,4080000.0,26112.0,house,2009.0,SC_016,920,hospital_104,6016,S_178,1007,40221,1872,CRAIGIEBURN,0,1
26 Canberra Street,1.0,3.0,-37.757892,144.955226,1.0,6700000.0,20890.0,house,2011.0,SC_030,2872,hospital_011,455,S_074,1391,19967,608,BRUNSWICK,23,0
28 Burnewang Street,1.0,2.0,-37.783227,144.818689,1.0,4615000.0,6531.0,house,2012.0,SC_102,1313,hospital_174,1364,S_080,1279,20004,815,ALBION,28,0
8 Walker St,1.0,2.0,-37.745456,144.964327,0.0,6132000.0,23195.0,house,2013.0,SC_030,1916,hospital_084,1094,S_173,360,19965,357,COBURG,28,0
4 Heritage Garden,2.0,3.0,-37.708853,144.773532,1.0,6120000.0,13086.0,house,2012.0,SC_107,3620,hospital_057,6785,S_094,766,20000,861,SYDENHAM,39,0
33 Mockridge Avenue,2.0,4.0,-37.750585,144.745315,2.0,8160000.0,8436.0,house,2015.0,SC_048,1990,hospital_057,6188,S_156,810,20002,4859,BURNSIDE,33,0
5 Malmsbury Street,2.0,3.0,-37.821082,145.04328,2.0,15400000.0,54571.0,house,2015.0,SC_083,679,hospital_127,872,S_208,698,19903,268,HAWTHORN,22,0
49 Brentwood Drive,2.0,4.0,-37.85876465,145.2385712,1.0,14300000.0,71594.0,house,2009.0,SC_032,5193,hospital_179,1420,S_226,1833,19870,3216,WANTIRNA,0,1
10 Coulstock Street,1.0,2.0,-37.650206,145.032939,1.0,3460000.0,36696.0,house,2016.0,SC_062,4635,hospital_053,1457,S_229,2189,20005,347,EPPING,42,0
8 Harrington Avenue,2.0,3.0,-37.592028,144.906333,2.0,6750000.0,27775.0,house,2013.0,SC_016,668,hospital_104,6647,S_178,2450,40221,3439,CRAIGIEBURN,0,1
14 Patrick Close,2.0,4.0,-37.684427,145.129957,2.0,6600000.0,44277.0,house,2014.0,SC_051,2883,hospital_075,3132,S_051,524,19988,2803,GREENSBOROUGH,48,0
11 Crana Grove,2.0,3.0,-37.686004,145.106761,2.0,6900000.0,44117.0,house,2014.0,SC_062,4255,hospital_075,2130,S_210,1939,19985,2002,GREENSBOROUGH,37,0
2/2 Portree Street,1.0,2.0,-37.719755,145.071218,1.0,5137000.0,42958.0,house,2011.0,SC_017,4015,hospital_037,2348,S_155,2751,19983,720,MACLEOD,30,0
6 Thackeray Road,2.0,3.0,-37.721498,145.015508,3.0,12920000.0,35332.0,house,2016.0,SC_047,2302,hospital_139,1597,S_225,1224,20010,908,RESERVOIR,32,0
12 Clarkson Avenue,2.0,3.0,-37.904113,145.000605,1.0,14420000.0,86048.0,house,2012.0,SC_015,4313,hospital_156,1165,S_151,457,19952,195,BRIGHTON,20,0
1/63 Gillingham Crescent,2.0,3.0,-37.604654,144.930608,1.0,3410000.0,24943.0,house,2016.0,SC_110,1088,hospital_104,5203,S_005,1038,40221,1164,CRAIGIEBURN,0,1
86 Scott Grove,1.0,2.0,-37.716669,145.031862,2.0,7840000.0,41229.0,house,2016.0,SC_047,2439,hospital_025,996,S_225,957,20010,2189,KINGSBURY,32,0
25 Malabar Road,1.0,3.0,-37.818326,145.140695,0.0,7600000.0,57892.0,house,2010.0,SC_037,1608,hospital_158,1874,S_018,1569,19897,273,BLACKBURN,37,0
27 Rosstown Road,1.0,3.0,-37.884578,145.054122,1.0,11760000.0,74919.0,house,2011.0,SC_041,399,hospital_108,2031,S_048,348,19920,432,CARNEGIE,27,0
24 Kernan Street,2.0,5.0,-37.736401,144.916797,2.0,19720000.0,15139.0,house,2014.0,SC_082,1024,hospital_184,1223,S_197,1062,20034,1184,STRATHMORE,28,0
5 Linton Place,2.0,3.0,-37.926219,145.184873,2.0,10795000.0,78148.0,house,2015.0,SC_073,2223,hospital_161,2837,S_067,1134,19913,3785,MULGRAVE,43,0
208 Westwood Drive,2.0,3.0,-37.753752,144.753575,2.0,5775000.0,8265.0,house,2015.0,SC_048,2546,hospital_057,5414,S_156,91,20002,4208,BURNSIDE,33,0
58 Hampden Road,2.0,4.0,-37.8603096,145.0134583,2.0,20790000.0,68600.0,house,2009.0,SC_038,2244,hospital_132,797,S_013,1231,19945,671,ARMADALE,23,0
122 Mitchell Street,1.0,2.0,-37.7732,145.007196,1.0,9000000.0,29334.0,house,2010.0,SC_001,3100,hospital_035,1146,S_105,2483,19929,672,NORTHCOTE,16,0
14 Wilkinson Road,1.0,3.0,-37.783998,144.839785,2.0,4400000.0,6191.0,house,2014.0,SC_102,577,hospital_174,949,S_080,644,20021,790,SUNSHINE,25,0
2 Nola Court,1.0,3.0,-37.779937,145.304772,2.0,7670000.0,63818.0,house,2015.0,SC_084,2555,hospital_113,4833,S_224,2519,19877,858,CROYDON,54,0
8 Ashby Court,3.0,5.0,-37.885698,145.107849,2.0,9240000.0,70884.0,house,2016.0,SC_042,1710,hospital_166,1518,S_026,2063,19840,1396,CHADSTONE,27,0
71 Yallambie Road,2.0,3.0,-37.719972,145.087713,2.0,6622000.0,43280.0,house,2011.0,SC_017,4327,hospital_075,2299,S_020,2018,19984,1061,MACLEOD,33,0
16 Edsall Street,1.0,2.0,-37.861239,145.029854,1.0,14500000.0,68842.0,house,2015.0,SC_023,2019,hospital_157,331,S_235,142,19944,560,MALVERN,19,0
1/29 Narcissus,1.0,3.0,-37.866295,145.278399,1.0,10000000.0,72752.0,house,2009.0,SC_049,4082,hospital_049,559,S_024,747,19869,836,BORONIA,3,0
147 Keylana Drive,2.0,4.0,-38.004018,145.147467,2.0,6600000.0,79688.0,house,2012.0,SC_057,2593,hospital_096,2366,S_079,2508,19862,4739,KEYSBOROUGH,46,0
10 Hawthorn Street,1.0,3.0,-37.75259781,144.9514923,2.0,10244000.0,21745.0,house,2009.0,SC_030,2250,hospital_084,629,S_173,1708,19966,933,COBURG,26,0
14 Dalgetty Road,2.0,3.0,-37.993507,145.036579,2.0,14200000.0,91258.0,house,2014.0,SC_079,4955,hospital_055,2027,S_011,2629,19865,2823,BEAUMARIS,38,0
23 Kinglake Crescent,2.0,4.0,-37.584498,144.91351,2.0,4380000.0,26047.0,house,2014.0,SC_016,932,hospital_104,7394,S_178,2094,40221,3260,CRAIGIEBURN,0,1
196 Wattletree Road,1.0,3.0,-37.8631897,145.0332336,2.0,8880000.0,68885.0,house,2009.0,SC_023,1677,hospital_157,45,S_235,505,19944,485,MALVERN,19,0
42 Service Street,3.0,4.0,-37.94068,145.008848,3.0,23700000.0,87730.0,house,2013.0,SC_046,2592,hospital_036,490,S_088,699,19949,714,HAMPTON,26,0
1 Maple Court,3.0,5.0,-37.971137,145.079627,2.0,14756000.0,89751.0,house,2012.0,SC_003,828,hospital_109,1041,S_003,1456,19865,1742,CHELTENHAM,38,0
19 McClares Road,2.0,3.0,-37.838787,145.187319,2.0,9972000.0,60540.0,house,2015.0,SC_088,2270,hospital_192,2729,S_202,1922,19899,2300,VERMONT,37,0
167 Moor Street,1.0,2.0,-37.801624,144.980751,1.0,18480000.0,28124.0,house,2015.0,SC_008,1488,hospital_178,747,S_060,218,19976,1188,FITZROY,9,0
9 College Way,2.0,3.0,-37.846511,145.132282,2.0,12886000.0,56927.0,house,2013.0,SC_037,3177,hospital_047,416,S_097,721,19897,2958,BURWOOD,37,0
41 Josef Avenue,2.0,3.0,-37.685718,145.056466,1.0,9860000.0,40624.0,house,2016.0,SC_062,4572,hospital_041,857,S_155,1452,19984,3699,BUNDOORA,33,0
Lot 46 Granvia Circuit,2.0,4.0,-37.74572,144.749593,2.0,2013000.0,8734.0,house,2015.0,SC_048,1588,hospital_057,5944,S_156,898,20001,4295,BURNSIDE,36,0
3/18 Janson Street,2.0,4.0,-37.784702,144.868964,2.0,9180000.0,2129.0,house,2014.0,SC_043,1193,hospital_056,1782,S_149,1193,20022,1703,MAIDSTONE,21,0
4 View Street,1.0,3.0,-37.69707489,144.9368134,0.0,5797000.0,17203.0,house,2009.0,SC_030,4103,hospital_104,5360,S_004,1120,20031,1859,GLENROY,0,1
13 Nettle Drive,2.0,4.0,-38.003334,145.280883,2.0,5250000.0,96493.0,house,2013.0,SC_077,2864,hospital_069,3658,S_212,1344,19885,1876,HALLAM,58,0
9 Sheehans Road,2.0,5.0,-37.828044,145.144862,2.0,15820000.0,58386.0,house,2013.0,SC_037,2212,hospital_060,1127,S_018,433,19897,887,BLACKBURN,37,0
2 Worrall Street,3.0,3.0,-37.848723,145.132303,2.0,14850000.0,56341.0,house,2016.0,SC_037,3415,hospital_047,655,S_097,486,19875,2976,BURWOOD,29,0
9 Fehon Street,1.0,2.0,-37.8145755,144.887955,0.0,5810000.0,3938.0,house,2011.0,SC_043,3291,hospital_056,2392,S_201,1775,19996,224,YARRAVILLE,15,0
4 Floriston Grove,2.0,3.0,-37.703586,145.166171,2.0,7520000.0,47145.0,house,2013.0,SC_051,3378,hospital_075,5313,S_194,1460,19987,1959,ELTHAM,44,0
83 Challis Street,3.0,5.0,-37.842568,144.87289,2.0,10980000.0,4698.0,house,2016.0,SC_033,2899,hospital_141,2750,S_056,2458,19994,941,NEWPORT,20,0
